claim_id,policy_id,customer_id,agent_id,claim_type,incident_date,claim_amount,days_since_policy_start,previous_claims_count,customer_age,policy_premium_ratio,surveyor_mismatch_flag,status,is_fraud
CLM-0695,POL-0351,CUST-0229,AGT-0012,health,2025-07-14,79336.61,606,0,49,1.47,1,pending,0
CLM-0696,POL-0011,CUST-0197,AGT-0020,health,2025-06-16,182608.23,615,3,43,6.58,1,settled,0
CLM-0697,POL-0326,CUST-0267,AGT-0003,property_damage,2025-07-09,184288.17,186,3,59,3.75,0,settled,0
CLM-0698,POL-0452,CUST-0163,AGT-0018,health,2025-11-07,149301.09,472,2,34,9.16,0,pending,0
CLM-0699,POL-0483,CUST-0281,AGT-0013,property_damage,2025-12-16,177306.25,501,3,53,3.4,0,settled,0
CLM-0700,POL-0106,CUST-0254,AGT-0020,life,2025-11-21,143955.02,612,1,64,3.59,0,settled,0
CLM-0701,POL-0073,CUST-0287,AGT-0007,health,2025-12-10,110851.6,493,2,64,1.23,0,settled,0
CLM-0702,POL-0480,CUST-0077,AGT-0011,health,2026-01-12,40161.47,483,0,38,1.12,0,rejected,0
CLM-0703,POL-0329,CUST-0021,AGT-0011,health,2025-09-24,157462.49,232,1,51,6.43,0,settled,0
CLM-0704,POL-0347,CUST-0052,AGT-0010,motor_accident,2025-12-22,172875.66,2,3,35,2.95,0,settled,1
CLM-0705,POL-0381,CUST-0134,AGT-0018,life,2025-09-30,46537.31,97,2,64,1.09,0,settled,0
CLM-0706,POL-0156,CUST-0053,AGT-0011,life,2026-03-11,346660.64,10,4,27,6.84,0,rejected,1
CLM-0707,POL-0354,CUST-0019,AGT-0018,health,2025-11-17,53631.01,146,1,53,1.47,0,settled,0
CLM-0708,POL-0393,CUST-0116,AGT-0020,motor_accident,2025-09-22,390842.52,24,6,30,10.4,1,settled,1
CLM-0709,POL-0454,CUST-0278,AGT-0016,life,2026-03-16,21577.05,408,0,36,0.35,0,pending,0
CLM-0710,POL-0150,CUST-0226,AGT-0015,life,2026-03-06,190008.55,115,2,63,22.09,0,settled,0
CLM-0711,POL-0263,CUST-0238,AGT-0004,health,2025-06-07,106484.16,54,3,45,2.72,0,settled,0
CLM-0712,POL-0173,CUST-0296,AGT-0003,motor_accident,2026-03-26,412499.17,43,6,31,8.41,0,rejected,1
CLM-0713,POL-0010,CUST-0063,AGT-0009,property_damage,2025-06-09,43930.27,511,3,49,1.69,0,settled,0
CLM-0714,POL-0438,CUST-0252,AGT-0007,life,2026-01-07,87780.27,380,1,47,1.59,0,settled,0
CLM-0715,POL-0413,CUST-0075,AGT-0005,motor_accident,2026-01-27,67129.71,551,0,26,1.27,0,pending,0
CLM-0716,POL-0079,CUST-0169,AGT-0008,property_damage,2025-07-19,51204.34,119,0,25,1.5,0,pending,0
CLM-0717,POL-0324,CUST-0080,AGT-0002,motor_accident,2026-02-25,158295.67,138,0,28,15.4,0,pending,0
CLM-0718,POL-0222,CUST-0248,AGT-0001,health,2025-09-30,50449.77,81,0,49,2.46,0,settled,0
CLM-0719,POL-0362,CUST-0188,AGT-0019,motor_accident,2026-03-02,61172.38,722,0,53,1.55,0,rejected,0
CLM-0720,POL-0450,CUST-0128,AGT-0006,health,2026-03-09,194681.12,156,0,37,3.92,0,settled,0
CLM-0721,POL-0212,CUST-0288,AGT-0020,property_damage,2026-01-07,60653.59,466,2,47,0.84,0,settled,0
CLM-0722,POL-0033,CUST-0178,AGT-0015,motor_accident,2025-12-19,181025.23,91,3,30,7.42,0,settled,0
CLM-0723,POL-0348,CUST-0157,AGT-0019,property_damage,2025-09-23,115994.22,356,3,47,4.47,0,settled,0
CLM-0724,POL-0301,CUST-0234,AGT-0011,life,2025-10-06,139718.6,449,3,54,3.41,0,rejected,0
CLM-0725,POL-0079,CUST-0169,AGT-0008,life,2025-07-12,412693.23,27,3,34,12.07,0,pending,1
CLM-0726,POL-0223,CUST-0081,AGT-0002,motor_accident,2025-11-12,134045.55,206,1,62,1.95,0,settled,0
CLM-0727,POL-0102,CUST-0198,AGT-0001,life,2025-10-22,287281.16,20,7,25,9.55,0,pending,1
CLM-0728,POL-0497,CUST-0235,AGT-0018,health,2026-01-31,73907.03,138,0,45,2.73,0,settled,0
CLM-0729,POL-0214,CUST-0094,AGT-0020,life,2025-07-22,191587.06,676,1,46,4.85,0,pending,0
CLM-0730,POL-0145,CUST-0048,AGT-0013,life,2025-11-23,77804.17,161,2,61,1.98,0,settled,0
CLM-0731,POL-0353,CUST-0039,AGT-0001,property_damage,2025-06-08,175015.39,350,3,42,7.56,1,pending,0
CLM-0732,POL-0401,CUST-0256,AGT-0007,motor_accident,2025-12-22,194371.46,264,1,40,7.23,0,settled,0
CLM-0733,POL-0385,CUST-0282,AGT-0020,property_damage,2026-04-27,262579.23,34,6,28,7.41,1,pending,1
CLM-0734,POL-0365,CUST-0109,AGT-0005,property_damage,2025-11-30,446720.47,4,6,24,17.07,0,rejected,1
CLM-0735,POL-0075,CUST-0204,AGT-0008,health,2025-07-30,191550.19,526,2,63,5.68,1,settled,0
CLM-0736,POL-0377,CUST-0180,AGT-0019,motor_accident,2025-12-30,107082.93,546,2,40,1.29,0,settled,0
CLM-0737,POL-0013,CUST-0255,AGT-0001,health,2025-10-15,375395.9,27,3,26,6.27,1,rejected,1
CLM-0738,POL-0305,CUST-0253,AGT-0005,life,2026-01-06,66246.97,310,3,42,3.69,0,pending,0
CLM-0739,POL-0490,CUST-0076,AGT-0010,life,2025-08-23,168348.22,21,7,28,3.58,1,pending,1
CLM-0740,POL-0203,CUST-0082,AGT-0004,motor_accident,2025-09-12,124551.0,65,2,45,2.52,1,pending,0
CLM-0741,POL-0033,CUST-0178,AGT-0015,property_damage,2025-12-09,32282.73,134,1,40,1.32,0,pending,0
CLM-0742,POL-0253,CUST-0157,AGT-0009,health,2025-10-14,17119.34,456,3,34,0.81,1,pending,0
CLM-0743,POL-0123,CUST-0237,AGT-0008,motor_accident,2026-02-08,389232.68,2,3,31,14.66,0,rejected,1
CLM-0744,POL-0257,CUST-0030,AGT-0020,life,2026-05-19,80567.43,679,3,26,2.96,1,settled,0
CLM-0745,POL-0035,CUST-0120,AGT-0002,motor_accident,2025-08-07,356384.03,14,4,30,16.11,1,rejected,1
CLM-0746,POL-0204,CUST-0113,AGT-0019,life,2026-03-11,109564.85,672,2,42,4.7,1,settled,0
CLM-0747,POL-0101,CUST-0053,AGT-0001,life,2026-02-16,55766.66,152,2,53,2.27,0,pending,0
CLM-0748,POL-0412,CUST-0052,AGT-0009,property_damage,2025-06-12,476579.24,14,4,33,9.14,1,rejected,1
CLM-0749,POL-0238,CUST-0055,AGT-0019,motor_accident,2026-02-10,369141.17,37,5,24,27.38,1,rejected,1
CLM-0750,POL-0256,CUST-0142,AGT-0011,life,2025-09-28,80771.49,365,3,50,1.74,1,settled,0
CLM-0751,POL-0040,CUST-0153,AGT-0019,property_damage,2025-10-16,177460.41,61,0,25,1.97,0,settled,0
CLM-0752,POL-0050,CUST-0276,AGT-0007,life,2025-07-01,225358.02,13,6,32,4.23,1,pending,1
CLM-0753,POL-0155,CUST-0217,AGT-0005,life,2026-03-03,309924.68,14,3,35,4.1,0,pending,1
CLM-0754,POL-0234,CUST-0109,AGT-0007,life,2026-04-29,118056.52,600,2,42,6.33,0,settled,0
CLM-0755,POL-0034,CUST-0288,AGT-0009,motor_accident,2025-08-09,78597.88,68,3,52,2.79,0,rejected,0
CLM-0756,POL-0364,CUST-0257,AGT-0005,life,2026-05-31,98438.38,303,0,42,1.48,0,rejected,0
CLM-0757,POL-0428,CUST-0167,AGT-0016,property_damage,2025-10-10,113994.16,530,1,28,9.97,0,settled,0
CLM-0758,POL-0192,CUST-0016,AGT-0013,life,2025-11-22,77398.09,594,1,45,4.39,0,settled,0
CLM-0759,POL-0076,CUST-0158,AGT-0009,property_damage,2026-03-22,151573.55,536,3,48,3.35,0,settled,0
CLM-0760,POL-0231,CUST-0278,AGT-0014,health,2025-07-29,173050.99,198,0,46,15.49,1,settled,0
CLM-0761,POL-0072,CUST-0027,AGT-0009,motor_accident,2025-09-07,159494.17,435,0,51,13.96,0,pending,0
CLM-0762,POL-0479,CUST-0196,AGT-0002,property_damage,2025-08-24,188746.52,262,2,56,2.36,0,rejected,0
CLM-0763,POL-0113,CUST-0217,AGT-0013,health,2026-05-31,151216.13,138,1,65,3.84,0,rejected,0
CLM-0764,POL-0254,CUST-0239,AGT-0010,health,2025-08-27,175272.34,20,4,33,3.09,1,rejected,1
CLM-0765,POL-0009,CUST-0177,AGT-0013,motor_accident,2025-10-27,192376.44,12,8,22,7.51,0,settled,1
CLM-0766,POL-0358,CUST-0248,AGT-0012,life,2025-07-10,71918.07,413,1,44,1.1,0,settled,0
CLM-0767,POL-0017,CUST-0186,AGT-0018,life,2025-06-13,73541.91,291,3,49,4.01,1,settled,0
CLM-0768,POL-0014,CUST-0299,AGT-0012,health,2025-07-12,192739.81,118,3,41,4.4,1,rejected,0
CLM-0769,POL-0384,CUST-0118,AGT-0015,life,2026-02-10,122703.7,510,0,45,1.95,0,settled,0
CLM-0770,POL-0351,CUST-0229,AGT-0012,life,2026-01-11,451950.84,2,7,28,8.39,0,rejected,1
CLM-0771,POL-0335,CUST-0295,AGT-0008,health,2026-05-11,54374.84,150,3,36,1.45,0,settled,0
CLM-0772,POL-0057,CUST-0242,AGT-0002,life,2025-07-01,193870.13,108,1,55,4.55,0,rejected,0
CLM-0773,POL-0155,CUST-0217,AGT-0005,motor_accident,2026-04-10,71313.73,729,3,39,0.94,0,pending,0
CLM-0774,POL-0289,CUST-0140,AGT-0013,property_damage,2025-07-10,323650.98,45,6,21,7.88,1,rejected,1
CLM-0775,POL-0018,CUST-0061,AGT-0005,property_damage,2025-09-30,113669.9,462,0,29,2.38,0,settled,0
CLM-0776,POL-0062,CUST-0017,AGT-0014,property_damage,2025-08-19,180232.13,12,8,24,6.61,1,pending,1
CLM-0777,POL-0299,CUST-0229,AGT-0011,life,2026-05-26,114134.98,267,1,34,4.22,0,settled,0
CLM-0778,POL-0058,CUST-0192,AGT-0013,health,2025-09-28,56848.07,573,0,44,0.87,0,settled,0
CLM-0779,POL-0245,CUST-0070,AGT-0017,health,2026-04-27,24314.17,427,0,34,1.26,0,settled,0
CLM-0780,POL-0085,CUST-0275,AGT-0010,life,2026-05-10,151915.68,670,2,39,18.0,0,rejected,0
CLM-0781,POL-0099,CUST-0185,AGT-0004,health,2025-09-28,186502.1,430,3,63,3.97,0,settled,0
CLM-0782,POL-0331,CUST-0099,AGT-0011,motor_accident,2025-10-30,128892.17,277,2,56,2.76,0,pending,0
CLM-0783,POL-0396,CUST-0289,AGT-0016,property_damage,2025-12-25,77056.62,432,2,54,1.28,0,rejected,0
CLM-0784,POL-0250,CUST-0146,AGT-0001,life,2025-12-07,174876.02,633,1,55,2.75,0,settled,0
CLM-0785,POL-0323,CUST-0136,AGT-0005,health,2025-12-04,57893.98,325,1,45,2.43,0,rejected,0
CLM-0786,POL-0266,CUST-0042,AGT-0016,health,2025-06-13,59311.82,642,3,37,2.44,1,settled,0
CLM-0787,POL-0284,CUST-0077,AGT-0003,health,2025-07-29,160615.97,625,1,32,3.87,0,settled,0
CLM-0788,POL-0455,CUST-0240,AGT-0009,life,2025-08-29,101906.36,281,3,55,2.74,0,settled,0
CLM-0789,POL-0037,CUST-0148,AGT-0011,property_damage,2025-09-20,193470.17,593,3,25,5.71,0,settled,0
CLM-0790,POL-0421,CUST-0041,AGT-0006,life,2025-07-31,115653.46,233,2,28,1.32,0,pending,0
CLM-0791,POL-0161,CUST-0155,AGT-0007,property_damage,2026-03-27,213386.65,24,3,21,5.8,0,rejected,1
CLM-0792,POL-0021,CUST-0168,AGT-0020,property_damage,2025-10-23,115480.63,40,0,46,4.68,1,settled,0
CLM-0793,POL-0310,CUST-0259,AGT-0013,property_damage,2026-02-08,57013.48,595,2,40,1.94,0,pending,0
CLM-0794,POL-0278,CUST-0243,AGT-0005,life,2026-02-07,191122.3,123,2,56,8.66,0,settled,0
CLM-0795,POL-0470,CUST-0193,AGT-0018,life,2025-10-15,25940.45,274,2,52,0.4,1,settled,0
CLM-0796,POL-0210,CUST-0038,AGT-0012,health,2025-06-21,91292.87,423,3,26,1.87,1,settled,0
CLM-0797,POL-0165,CUST-0008,AGT-0009,motor_accident,2025-07-28,327645.77,25,6,30,30.24,0,rejected,1
CLM-0798,POL-0404,CUST-0162,AGT-0016,health,2025-11-18,47496.03,391,3,42,1.21,0,settled,0
CLM-0799,POL-0352,CUST-0042,AGT-0009,property_damage,2025-11-17,52594.21,96,3,26,1.99,0,pending,0
CLM-0800,POL-0466,CUST-0292,AGT-0006,property_damage,2025-09-28,90285.66,386,1,42,6.02,0,pending,0
CLM-0801,POL-0331,CUST-0099,AGT-0011,health,2026-04-15,108532.63,230,0,49,2.33,0,settled,0
CLM-0802,POL-0316,CUST-0103,AGT-0009,life,2026-01-09,14762.69,111,2,53,1.1,0,rejected,0
CLM-0803,POL-0210,CUST-0038,AGT-0012,health,2026-01-04,106499.05,267,0,64,2.19,0,settled,0
CLM-0804,POL-0121,CUST-0023,AGT-0004,property_damage,2026-03-01,486469.75,39,8,22,24.57,0,rejected,1
CLM-0805,POL-0390,CUST-0185,AGT-0008,health,2026-01-12,39890.18,576,1,40,0.98,0,settled,0
CLM-0806,POL-0259,CUST-0299,AGT-0019,health,2025-07-24,81792.11,201,0,55,2.03,0,settled,0
CLM-0807,POL-0237,CUST-0268,AGT-0014,motor_accident,2025-11-19,39153.28,142,1,35,0.52,1,pending,0
CLM-0808,POL-0271,CUST-0116,AGT-0012,property_damage,2025-07-25,137117.46,434,3,58,3.32,0,settled,0
CLM-0809,POL-0269,CUST-0220,AGT-0016,property_damage,2025-12-30,37544.63,541,1,27,0.9,0,pending,0
CLM-0810,POL-0193,CUST-0072,AGT-0004,health,2025-10-13,9655.79,528,1,26,0.35,0,rejected,0
CLM-0811,POL-0203,CUST-0082,AGT-0004,life,2025-11-22,8193.72,262,3,41,0.17,0,rejected,0
CLM-0812,POL-0213,CUST-0066,AGT-0006,life,2025-11-15,52846.37,179,0,43,1.33,0,rejected,0
CLM-0813,POL-0307,CUST-0213,AGT-0002,property_damage,2026-02-21,165113.37,594,3,27,3.6,0,settled,0
CLM-0814,POL-0006,CUST-0016,AGT-0016,property_damage,2026-05-19,33458.11,605,2,28,1.04,0,settled,0
CLM-0815,POL-0236,CUST-0283,AGT-0011,life,2025-09-24,68676.21,406,0,58,3.32,1,settled,0
CLM-0816,POL-0342,CUST-0276,AGT-0018,life,2025-07-10,147089.57,609,0,34,14.35,0,settled,0
CLM-0817,POL-0048,CUST-0061,AGT-0010,health,2026-02-21,58773.17,255,0,27,0.99,0,settled,0
CLM-0818,POL-0410,CUST-0188,AGT-0006,health,2026-05-12,34571.06,590,2,38,0.76,0,settled,0
CLM-0819,POL-0113,CUST-0217,AGT-0013,property_damage,2025-07-20,196333.47,718,3,32,4.99,0,settled,0
CLM-0820,POL-0490,CUST-0076,AGT-0010,property_damage,2025-07-31,117523.47,591,2,65,2.5,0,settled,0
CLM-0821,POL-0418,CUST-0296,AGT-0019,life,2026-05-05,319188.59,22,7,25,3.57,1,settled,1
CLM-0822,POL-0055,CUST-0012,AGT-0013,property_damage,2025-11-01,113227.75,254,1,54,3.44,0,settled,0
CLM-0823,POL-0170,CUST-0159,AGT-0006,motor_accident,2025-10-20,52286.37,668,3,29,3.31,0,settled,0
CLM-0824,POL-0213,CUST-0066,AGT-0006,life,2025-11-10,10966.13,409,0,44,0.28,0,settled,0
CLM-0825,POL-0435,CUST-0200,AGT-0013,life,2026-04-19,52431.0,198,2,35,1.76,1,pending,0
CLM-0826,POL-0077,CUST-0164,AGT-0007,motor_accident,2026-03-24,101066.45,124,1,28,2.23,0,settled,0
CLM-0827,POL-0342,CUST-0276,AGT-0018,motor_accident,2026-05-11,12883.82,347,2,31,1.26,0,settled,0
CLM-0828,POL-0460,CUST-0092,AGT-0002,motor_accident,2025-07-22,198728.82,140,2,62,20.66,0,settled,0
CLM-0829,POL-0311,CUST-0151,AGT-0015,property_damage,2026-05-15,35691.84,557,0,56,0.85,1,settled,0
CLM-0830,POL-0356,CUST-0204,AGT-0012,health,2025-12-24,93239.15,551,2,43,5.59,0,settled,0
CLM-0831,POL-0237,CUST-0268,AGT-0014,life,2026-03-28,204326.68,6,3,30,2.74,0,pending,1
CLM-0832,POL-0395,CUST-0060,AGT-0017,property_damage,2025-06-02,67390.33,274,3,52,2.53,0,settled,0
CLM-0833,POL-0187,CUST-0104,AGT-0005,life,2025-10-06,42340.28,97,0,27,1.3,0,settled,0
CLM-0834,POL-0231,CUST-0278,AGT-0014,health,2026-05-28,264417.86,28,8,26,23.67,1,rejected,1
CLM-0835,POL-0213,CUST-0066,AGT-0006,life,2026-01-09,456432.34,22,4,21,11.53,0,settled,1
CLM-0836,POL-0020,CUST-0020,AGT-0005,health,2026-02-12,128149.9,381,2,46,3.66,0,pending,0
CLM-0837,POL-0272,CUST-0086,AGT-0003,property_damage,2025-08-29,108103.36,634,1,52,2.71,0,rejected,0
CLM-0838,POL-0146,CUST-0168,AGT-0019,health,2025-12-21,84430.58,672,0,55,1.89,0,settled,0
CLM-0839,POL-0136,CUST-0290,AGT-0016,motor_accident,2025-09-02,132150.67,69,1,62,5.1,0,settled,0
CLM-0840,POL-0123,CUST-0237,AGT-0008,motor_accident,2025-09-17,88852.1,107,2,59,3.35,1,rejected,0
CLM-0841,POL-0340,CUST-0201,AGT-0018,motor_accident,2026-01-31,496103.94,14,7,31,17.89,1,settled,1
CLM-0842,POL-0372,CUST-0086,AGT-0011,health,2025-09-28,111287.33,235,0,52,2.7,0,pending,0
CLM-0843,POL-0087,CUST-0182,AGT-0009,property_damage,2026-04-12,136003.12,455,1,52,3.32,0,settled,0
CLM-0844,POL-0278,CUST-0243,AGT-0005,motor_accident,2026-01-13,129609.41,108,1,32,5.87,0,rejected,0
CLM-0845,POL-0173,CUST-0296,AGT-0003,property_damage,2026-04-19,418099.93,35,6,29,8.52,0,pending,1
CLM-0846,POL-0091,CUST-0271,AGT-0002,health,2026-03-18,41913.53,286,0,64,0.64,0,settled,0
CLM-0847,POL-0100,CUST-0053,AGT-0005,life,2026-04-08,185319.21,676,2,26,7.58,0,settled,0
CLM-0848,POL-0086,CUST-0055,AGT-0004,life,2025-11-14,129310.4,630,0,39,3.42,0,settled,0
CLM-0849,POL-0461,CUST-0293,AGT-0013,property_damage,2025-07-03,308518.3,1,7,26,15.76,0,pending,1
CLM-0850,POL-0442,CUST-0029,AGT-0009,property_damage,2026-03-31,31145.53,128,0,62,0.85,0,settled,0
CLM-0851,POL-0126,CUST-0096,AGT-0012,health,2025-06-09,165322.09,330,0,31,4.4,0,settled,0
CLM-0852,POL-0144,CUST-0251,AGT-0005,property_damage,2025-11-04,85345.82,106,2,29,1.66,0,pending,0
CLM-0853,POL-0095,CUST-0028,AGT-0004,property_damage,2025-12-12,174553.45,567,0,48,2.91,0,settled,0
CLM-0854,POL-0296,CUST-0254,AGT-0006,motor_accident,2025-06-01,161072.46,267,0,42,6.03,0,settled,0
CLM-0855,POL-0153,CUST-0220,AGT-0003,life,2026-04-14,133290.44,132,3,27,1.71,0,settled,0
CLM-0856,POL-0071,CUST-0105,AGT-0011,property_damage,2025-11-05,482144.34,38,3,22,9.44,1,rejected,1
CLM-0857,POL-0303,CUST-0050,AGT-0008,motor_accident,2025-07-13,179529.78,283,0,46,2.32,0,settled,0
CLM-0858,POL-0374,CUST-0091,AGT-0016,property_damage,2025-08-09,38027.07,728,1,51,0.99,0,settled,0
CLM-0859,POL-0281,CUST-0102,AGT-0020,health,2025-11-05,88796.01,657,3,37,2.4,1,rejected,0
CLM-0860,POL-0148,CUST-0138,AGT-0011,motor_accident,2025-11-05,125195.05,157,3,41,1.46,1,settled,0
CLM-0861,POL-0296,CUST-0254,AGT-0006,health,2026-05-08,129960.01,152,1,33,4.87,0,settled,0
CLM-0862,POL-0495,CUST-0056,AGT-0001,motor_accident,2025-11-01,192082.96,618,0,38,5.92,0,pending,0
CLM-0863,POL-0074,CUST-0109,AGT-0007,property_damage,2025-10-16,376787.17,8,5,26,8.51,1,rejected,1
CLM-0864,POL-0200,CUST-0279,AGT-0001,life,2026-05-06,174640.46,708,1,56,4.13,0,settled,0
CLM-0865,POL-0082,CUST-0025,AGT-0001,life,2026-04-05,461127.84,4,8,28,7.45,1,rejected,1
CLM-0866,POL-0144,CUST-0251,AGT-0005,health,2025-10-13,154965.44,514,0,62,3.01,0,settled,0
CLM-0867,POL-0494,CUST-0028,AGT-0015,life,2025-11-16,36289.37,255,3,33,1.08,0,settled,0
CLM-0868,POL-0329,CUST-0021,AGT-0011,property_damage,2025-11-06,26415.76,409,2,31,1.08,0,pending,0
CLM-0869,POL-0124,CUST-0203,AGT-0001,motor_accident,2026-03-16,54159.26,280,1,65,1.55,0,rejected,0
CLM-0870,POL-0215,CUST-0255,AGT-0005,life,2026-01-23,5284.8,228,1,31,0.09,0,settled,0
CLM-0871,POL-0103,CUST-0293,AGT-0017,health,2026-01-26,135618.07,646,2,31,2.07,0,settled,0
CLM-0872,POL-0242,CUST-0051,AGT-0008,motor_accident,2026-04-09,108834.77,534,1,52,5.58,1,settled,0
CLM-0873,POL-0211,CUST-0070,AGT-0006,health,2026-02-07,44967.07,452,0,31,0.96,1,settled,0
CLM-0874,POL-0050,CUST-0276,AGT-0007,life,2026-02-13,154094.24,38,6,22,2.89,1,pending,1
CLM-0875,POL-0061,CUST-0127,AGT-0015,property_damage,2025-08-27,237610.84,39,7,32,4.79,0,pending,1
CLM-0876,POL-0419,CUST-0229,AGT-0003,property_damage,2026-05-31,160165.85,368,0,30,6.1,1,settled,0
CLM-0877,POL-0386,CUST-0047,AGT-0005,property_damage,2026-02-22,140708.11,57,0,65,3.22,1,pending,0
CLM-0878,POL-0378,CUST-0043,AGT-0010,life,2026-02-05,212787.05,14,4,23,12.22,1,rejected,1
CLM-0879,POL-0372,CUST-0086,AGT-0011,health,2025-10-01,44811.9,672,2,52,1.09,0,settled,0
CLM-0880,POL-0018,CUST-0061,AGT-0005,health,2025-10-31,138465.73,460,0,30,2.9,0,pending,0
CLM-0881,POL-0137,CUST-0188,AGT-0018,health,2025-10-14,144175.85,723,2,53,8.05,0,settled,0
CLM-0882,POL-0162,CUST-0254,AGT-0013,life,2026-04-15,46758.69,50,1,50,1.11,0,rejected,0
CLM-0883,POL-0462,CUST-0037,AGT-0001,health,2026-05-04,407951.25,35,3,29,17.05,1,rejected,1
CLM-0884,POL-0410,CUST-0188,AGT-0006,motor_accident,2025-12-09,467800.44,33,7,29,10.25,0,rejected,1
CLM-0885,POL-0134,CUST-0213,AGT-0015,health,2026-03-21,31555.09,212,0,52,1.04,0,settled,0
CLM-0886,POL-0266,CUST-0042,AGT-0016,property_damage,2025-10-08,304821.68,28,8,31,12.54,1,pending,1
CLM-0887,POL-0016,CUST-0188,AGT-0013,motor_accident,2026-04-19,154035.37,2,8,32,11.89,0,pending,1
CLM-0888,POL-0043,CUST-0291,AGT-0007,motor_accident,2026-03-16,98752.08,130,3,59,1.57,0,rejected,0
CLM-0889,POL-0345,CUST-0237,AGT-0018,motor_accident,2025-08-25,469990.65,42,5,33,8.94,1,rejected,1
CLM-0890,POL-0245,CUST-0070,AGT-0017,motor_accident,2025-12-22,106833.32,108,1,36,5.55,0,settled,0
CLM-0891,POL-0223,CUST-0081,AGT-0002,property_damage,2026-04-16,13608.55,80,0,41,0.2,0,settled,0
CLM-0892,POL-0272,CUST-0086,AGT-0003,health,2025-12-18,282202.41,8,4,27,7.07,0,pending,1
CLM-0893,POL-0159,CUST-0064,AGT-0019,motor_accident,2025-11-04,158102.28,414,0,60,1.72,0,settled,0
CLM-0894,POL-0439,CUST-0096,AGT-0004,motor_accident,2026-04-30,94704.61,393,0,64,5.2,1,settled,0
CLM-0895,POL-0444,CUST-0127,AGT-0002,health,2025-08-24,167805.15,157,0,41,4.59,0,rejected,0
CLM-0896,POL-0265,CUST-0071,AGT-0007,motor_accident,2026-03-20,145045.37,222,0,50,2.73,0,settled,0
CLM-0897,POL-0268,CUST-0251,AGT-0003,life,2026-03-26,135551.56,344,3,44,2.58,0,settled,0
CLM-0898,POL-0110,CUST-0202,AGT-0012,property_damage,2025-07-12,486270.78,17,3,28,10.55,0,pending,1
CLM-0899,POL-0388,CUST-0267,AGT-0010,health,2026-01-01,175326.05,221,3,39,5.04,0,pending,0
CLM-0900,POL-0241,CUST-0138,AGT-0012,motor_accident,2026-02-05,85182.37,316,2,57,3.56,1,settled,0
CLM-0901,POL-0285,CUST-0152,AGT-0009,motor_accident,2025-06-21,106155.65,312,2,33,3.33,0,settled,0
CLM-0902,POL-0352,CUST-0042,AGT-0009,property_damage,2026-02-21,198659.58,328,1,38,7.52,0,settled,0
CLM-0903,POL-0162,CUST-0254,AGT-0013,life,2025-09-04,28825.18,257,1,31,0.68,0,settled,0
CLM-0904,POL-0025,CUST-0076,AGT-0008,health,2025-11-05,43730.68,637,0,65,2.36,0,settled,0
CLM-0905,POL-0452,CUST-0163,AGT-0018,property_damage,2025-11-13,11777.71,108,0,64,0.72,1,pending,0
CLM-0906,POL-0399,CUST-0128,AGT-0010,motor_accident,2025-08-04,173483.1,38,0,36,2.28,0,pending,0
CLM-0907,POL-0282,CUST-0152,AGT-0006,life,2026-01-16,359018.83,1,4,32,12.87,1,rejected,1
CLM-0908,POL-0470,CUST-0193,AGT-0018,health,2026-05-02,367370.34,14,6,26,5.65,1,pending,1
CLM-0909,POL-0446,CUST-0282,AGT-0017,life,2025-09-02,155514.15,323,0,59,2.78,0,settled,0
CLM-0910,POL-0072,CUST-0027,AGT-0009,health,2026-04-24,84419.41,204,1,38,7.39,1,settled,0
CLM-0911,POL-0173,CUST-0296,AGT-0003,motor_accident,2025-11-25,22983.82,67,2,33,0.47,1,settled,0
CLM-0912,POL-0253,CUST-0157,AGT-0009,motor_accident,2026-05-10,88590.56,77,0,32,4.18,0,rejected,0
CLM-0913,POL-0454,CUST-0278,AGT-0016,life,2026-04-24,81165.0,652,0,26,1.33,0,settled,0
CLM-0914,POL-0488,CUST-0180,AGT-0020,health,2025-10-20,47627.79,378,2,28,0.73,0,settled,0
CLM-0915,POL-0218,CUST-0215,AGT-0006,motor_accident,2026-04-02,130609.43,176,1,58,7.2,0,settled,0
CLM-0916,POL-0407,CUST-0266,AGT-0015,health,2025-11-04,92248.85,228,2,44,1.63,0,pending,0
CLM-0917,POL-0315,CUST-0007,AGT-0017,motor_accident,2025-09-14,15413.07,713,2,53,0.17,0,settled,0
CLM-0918,POL-0363,CUST-0265,AGT-0013,life,2026-01-21,251272.36,37,4,35,11.46,0,rejected,1
CLM-0919,POL-0388,CUST-0267,AGT-0010,property_damage,2025-08-22,116693.54,670,3,64,3.35,1,settled,0
CLM-0920,POL-0456,CUST-0278,AGT-0012,property_damage,2025-08-15,33310.3,404,3,65,1.03,1,pending,0
CLM-0921,POL-0455,CUST-0240,AGT-0009,health,2026-01-01,125662.81,229,1,37,3.38,0,settled,0
CLM-0922,POL-0289,CUST-0140,AGT-0013,motor_accident,2025-10-09,187818.16,447,0,60,4.58,0,settled,0
CLM-0923,POL-0090,CUST-0088,AGT-0003,health,2025-09-07,65352.84,263,1,45,2.67,1,pending,0
CLM-0924,POL-0429,CUST-0277,AGT-0006,life,2025-12-08,60516.78,33,2,51,0.95,0,pending,0
CLM-0925,POL-0303,CUST-0050,AGT-0008,life,2025-08-11,111177.58,180,3,42,1.44,0,settled,0
CLM-0926,POL-0473,CUST-0284,AGT-0017,property_damage,2025-08-12,7911.95,523,3,31,0.71,0,settled,0
